1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
2089, forest, minecraft:flower_forest, CREATURE, minecraft:polar_bear, 5, 1, 2
2090, forest, minecraft:flower_forest, CREATURE, snowpig:snow_pig, 10, 4, 4
2091, forest, minecraft:flower_forest, CREATURE, iceandfire:hippogryph, 5, 1, 1
2092, forest, minecraft:flower_forest, CREATURE, druidcraft:lunar_moth, 5, 2, 5
2093, forest, minecraft:flower_forest, CREATURE, charm:moobloom, 30, 5, 6
2094, forest, minecraft:flower_forest, AMBIENT, minecraft:bat, 10, 8, 8
2095, forest, minecraft:flower_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2096, forest, minecraft:flower_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2097, taiga, minecraft:taiga_mountains, MONSTER, minecraft:spider, 80, 4, 4
2098, taiga, minecraft:taiga_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2099, taiga, minecraft:taiga_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
2100, taiga, minecraft:taiga_mountains, MONSTER, minecraft:creeper, 80, 4, 4
2101, taiga, minecraft:taiga_mountains, MONSTER, minecraft:slime, 80, 4, 4
2102, taiga, minecraft:taiga_mountains, MONSTER, minecraft:enderman, 10, 1, 4
2103, taiga, minecraft:taiga_mountains, MONSTER, minecraft:witch, 5, 1, 1
2104, taiga, minecraft:taiga_mountains, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2105, taiga, minecraft:taiga_mountains, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
2106, taiga, minecraft:taiga_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2107, taiga, minecraft:taiga_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2108, taiga, minecraft:taiga_mountains, MONSTER, minecraft:stray, 80, 4, 4
2109, taiga, minecraft:taiga_mountains, MONSTER, eidolon:wraith, 80, 1, 2
2110, taiga, minecraft:taiga_mountains, MONSTER, eidolon:zombie_brute, 20, 1, 2
2111, taiga, minecraft:taiga_mountains, MONSTER, iceandfire:troll, 5, 1, 3
2112, taiga, minecraft:taiga_mountains, MONSTER, druidcraft:beetle, 10, 1, 2
2113, taiga, minecraft:taiga_mountains, MONSTER, direbats:direbat, 80, 1, 4
2114, taiga, minecraft:taiga_mountains, MONSTER, quark:stoneling, 80, 1, 1
2115, taiga, minecraft:taiga_mountains, MONSTER, quark:toretoise, 80, 1, 1
2116, taiga, minecraft:taiga_mountains, CREATURE, minecraft:sheep, 12, 4, 4
2117, taiga, minecraft:taiga_mountains, CREATURE, snowpig:snow_pig, 5, 4, 4
2118, taiga, minecraft:taiga_mountains, CREATURE, minecraft:chicken, 10, 4, 4
2119, taiga, minecraft:taiga_mountains, CREATURE, minecraft:cow, 8, 4, 4
2120, taiga, minecraft:taiga_mountains, CREATURE, minecraft:wolf, 8, 4, 4
2121, taiga, minecraft:taiga_mountains, CREATURE, minecraft:rabbit, 5, 2, 3
2122, taiga, minecraft:taiga_mountains, CREATURE, minecraft:fox, 8, 2, 4
2123, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
2124, taiga, minecraft:taiga_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
2125, taiga, minecraft:taiga_mountains, CREATURE, minecraft:polar_bear, 5, 1, 2
2126, taiga, minecraft:taiga_mountains, CREATURE, snowpig:snow_pig, 10, 4, 4
2127, taiga, minecraft:taiga_mountains, CREATURE, druidcraft:lunar_moth, 5, 2, 5
2128, taiga, minecraft:taiga_mountains, AMBIENT, minecraft:bat, 10, 8, 8
2129, taiga, minecraft:taiga_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2130, taiga, minecraft:taiga_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2131, swamp, minecraft:swamp_hills, MONSTER, minecraft:spider, 80, 4, 4
2132, swamp, minecraft:swamp_hills, MONSTER, minecraft:zombie, 80, 4, 4
2133, swamp, minecraft:swamp_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
2134, swamp, minecraft:swamp_hills, MONSTER, minecraft:skeleton, 80, 4, 4
2135, swamp, minecraft:swamp_hills, MONSTER, minecraft:creeper, 80, 4, 4
2136, swamp, minecraft:swamp_hills, MONSTER, minecraft:slime, 80, 4, 4
2137, swamp, minecraft:swamp_hills, MONSTER, minecraft:enderman, 10, 1, 4
2138, swamp, minecraft:swamp_hills, MONSTER, minecraft:witch, 5, 1, 1
2139, swamp, minecraft:swamp_hills, MONSTER, minecraft:slime, 5, 1, 1
2140, swamp, minecraft:swamp_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2141, swamp, minecraft:swamp_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2142, swamp, minecraft:swamp_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2143, swamp, minecraft:swamp_hills, MONSTER, minecraft:stray, 80, 4, 4
2144, swamp, minecraft:swamp_hills, MONSTER, eidolon:wraith, 80, 1, 2
2145, swamp, minecraft:swamp_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
2146, swamp, minecraft:swamp_hills, MONSTER, quark:stoneling, 80, 1, 1
2147, swamp, minecraft:swamp_hills, MONSTER, quark:toretoise, 80, 1, 1
2148, swamp, minecraft:swamp_hills, CREATURE, minecraft:sheep, 12, 4, 4
2149, swamp, minecraft:swamp_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
2150, swamp, minecraft:swamp_hills, CREATURE, minecraft:chicken, 10, 4, 4
2151, swamp, minecraft:swamp_hills, CREATURE, minecraft:cow, 8, 4, 4
2152, swamp, minecraft:swamp_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
2153, swamp, minecraft:swamp_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
2154, swamp, minecraft:swamp_hills, CREATURE, iceandfire:hippogryph, 5, 1, 1
2155, swamp, minecraft:swamp_hills, CREATURE, druidcraft:lunar_moth, 5, 2, 5
2156, swamp, minecraft:swamp_hills, CREATURE, quark:frog, 40, 1, 3
2157, swamp, minecraft:swamp_hills, AMBIENT, minecraft:bat, 10, 8, 8
2158, swamp, minecraft:swamp_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2159, swamp, minecraft:swamp_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2160, swamp, minecraft:swamp_hills, WATER_CREATURE, minecraft:squid, 5, 1, 2
2161, swamp, minecraft:swamp_hills, WATER_AMBIENT, upgrade_aquatic:pike, 5, 1, 2
2162, swamp, minecraft:swamp_hills, WATER_AMBIENT, upgrade_aquatic:perch, 5, 1, 6
2163, icy, minecraft:ice_spikes, MONSTER, minecraft:spider, 80, 4, 4
2164, icy, minecraft:ice_spikes, MONSTER, minecraft:zombie_villager, 5, 1, 1
2165, icy, minecraft:ice_spikes, MONSTER, minecraft:skeleton, 20, 4, 4
2166, icy, minecraft:ice_spikes, MONSTER, minecraft:creeper, 80, 4, 4
2167, icy, minecraft:ice_spikes, MONSTER, minecraft:slime, 80, 4, 4
2168, icy, minecraft:ice_spikes, MONSTER, minecraft:enderman, 10, 1, 4
2169, icy, minecraft:ice_spikes, MONSTER, minecraft:witch, 5, 1, 1
2170, icy, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
2171, icy, minecraft:ice_spikes, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2172, icy, minecraft:ice_spikes, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
2173, icy, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2174, icy, minecraft:ice_spikes, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2175, icy, minecraft:ice_spikes, MONSTER, minecraft:stray, 80, 4, 4
2176, icy, minecraft:ice_spikes, MONSTER, eidolon:wraith, 80, 1, 2
2177, icy, minecraft:ice_spikes, MONSTER, eidolon:zombie_brute, 20, 1, 2
2178, icy, minecraft:ice_spikes, MONSTER, iceandfire:dread_lich, 5, 1, 1
2179, icy, minecraft:ice_spikes, MONSTER, iceandfire:troll, 5, 1, 3
2180, icy, minecraft:ice_spikes, MONSTER, druidcraft:dreadfish, 40, 1, 3
2181, icy, minecraft:ice_spikes, MONSTER, quark:stoneling, 80, 1, 1
2182, icy, minecraft:ice_spikes, MONSTER, quark:toretoise, 80, 1, 1
2183, icy, minecraft:ice_spikes, MONSTER, savageandravage:iceologer, 8, 1, 1
2184, icy, minecraft:ice_spikes, CREATURE, minecraft:rabbit, 10, 2, 3
2185, icy, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
2186, icy, minecraft:ice_spikes, CREATURE, snowpig:snow_pig, 20, 1, 4
2187, icy, minecraft:ice_spikes, CREATURE, minecraft:polar_bear, 5, 1, 2
2188, icy, minecraft:ice_spikes, CREATURE, snowpig:snow_pig, 10, 4, 4
2189, icy, minecraft:ice_spikes, CREATURE, iceandfire:hippogryph, 5, 1, 1
2190, icy, minecraft:ice_spikes, CREATURE, druidcraft:lunar_moth, 5, 2, 5
2191, icy, minecraft:ice_spikes, CREATURE, frozenup:chilloo, 5, 2, 3
2192, icy, minecraft:ice_spikes, AMBIENT, minecraft:bat, 10, 8, 8
2193, icy, minecraft:ice_spikes, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2194, icy, minecraft:ice_spikes, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2195, jungle, minecraft:modified_jungle, MONSTER, minecraft:spider, 80, 4, 4
2196, jungle, minecraft:modified_jungle, MONSTER, minecraft:zombie, 80, 4, 4
2197, jungle, minecraft:modified_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
2198, jungle, minecraft:modified_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
2199, jungle, minecraft:modified_jungle, MONSTER, minecraft:creeper, 80, 4, 4
2200, jungle, minecraft:modified_jungle, MONSTER, minecraft:slime, 80, 4, 4
2201, jungle, minecraft:modified_jungle, MONSTER, minecraft:enderman, 10, 1, 4
2202, jungle, minecraft:modified_jungle, MONSTER, minecraft:witch, 5, 1, 1
2203, jungle, minecraft:modified_jungle, MONSTER, minecraft:ocelot, 5, 1, 1
2204, jungle, minecraft:modified_jungle, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2205, jungle, minecraft:modified_jungle, MONSTER, betterdefaultbiomes:jungle_creeper, 80, 1, 3
2206, jungle, minecraft:modified_jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2207, jungle, minecraft:modified_jungle, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2208, jungle, minecraft:modified_jungle, MONSTER, minecraft:stray, 80, 4, 4
2209, jungle, minecraft:modified_jungle, MONSTER, eidolon:wraith, 80, 1, 2
2210, jungle, minecraft:modified_jungle, MONSTER, eidolon:zombie_brute, 20, 1, 2
2211, jungle, minecraft:modified_jungle, MONSTER, druidcraft:beetle, 10, 1, 2
2212, jungle, minecraft:modified_jungle, MONSTER, quark:stoneling, 80, 1, 1
2213, jungle, minecraft:modified_jungle, MONSTER, quark:toretoise, 80, 1, 1
2214, jungle, minecraft:modified_jungle, CREATURE, minecraft:sheep, 12, 4, 4
2215, jungle, minecraft:modified_jungle, CREATURE, snowpig:snow_pig, 5, 4, 4
2216, jungle, minecraft:modified_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2217, jungle, minecraft:modified_jungle, CREATURE, minecraft:cow, 8, 4, 4
2218, jungle, minecraft:modified_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2219, jungle, minecraft:modified_jungle, CREATURE, minecraft:parrot, 10, 1, 1
2220, jungle, minecraft:modified_jungle, CREATURE, alexsmobs:sunbird, 5, 1, 1
2221, jungle, minecraft:modified_jungle, CREATURE, alexsmobs:sunbird, 5, 1, 1
2222, jungle, minecraft:modified_jungle, CREATURE, minecraft:polar_bear, 5, 1, 2
2223, jungle, minecraft:modified_jungle, CREATURE, snowpig:snow_pig, 10, 4, 4
2224, jungle, minecraft:modified_jungle, CREATURE, iceandfire:amphithere, 50, 1, 3
2225, jungle, minecraft:modified_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2226, jungle, minecraft:modified_jungle, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2227, jungle, minecraft:modified_jungle, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2228, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:spider, 80, 4, 4
2229, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:zombie, 80, 4, 4
2230, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:zombie_villager, 5, 1, 1
2231, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:skeleton, 80, 4, 4
2232, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:creeper, 80, 4, 4
2233, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:slime, 80, 4, 4
2234, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:enderman, 10, 1, 4
2235, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:witch, 5, 1, 1
2236, jungle, minecraft:modified_jungle_edge, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2237, jungle, minecraft:modified_jungle_edge, MONSTER, betterdefaultbiomes:jungle_creeper, 80, 1, 3
2238, jungle, minecraft:modified_jungle_edge, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2239, jungle, minecraft:modified_jungle_edge, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2240, jungle, minecraft:modified_jungle_edge, MONSTER, minecraft:stray, 80, 4, 4
2241, jungle, minecraft:modified_jungle_edge, MONSTER, eidolon:wraith, 80, 1, 2
2242, jungle, minecraft:modified_jungle_edge, MONSTER, eidolon:zombie_brute, 20, 1, 2
2243, jungle, minecraft:modified_jungle_edge, MONSTER, druidcraft:beetle, 10, 1, 2
2244, jungle, minecraft:modified_jungle_edge, MONSTER, quark:stoneling, 80, 1, 1
2245, jungle, minecraft:modified_jungle_edge, MONSTER, quark:toretoise, 80, 1, 1
2246, jungle, minecraft:modified_jungle_edge, CREATURE, minecraft:sheep, 12, 4, 4
2247, jungle, minecraft:modified_jungle_edge, CREATURE, snowpig:snow_pig, 5, 4, 4
2248, jungle, minecraft:modified_jungle_edge, CREATURE, minecraft:chicken, 10, 4, 4
2249, jungle, minecraft:modified_jungle_edge, CREATURE, minecraft:cow, 8, 4, 4
2250, jungle, minecraft:modified_jungle_edge, CREATURE, minecraft:chicken, 10, 4, 4
2251, jungle, minecraft:modified_jungle_edge, CREATURE, minecraft:polar_bear, 5, 1, 2
2252, jungle, minecraft:modified_jungle_edge, CREATURE, snowpig:snow_pig, 10, 4, 4
2253, jungle, minecraft:modified_jungle_edge, CREATURE, iceandfire:hippogryph, 5, 1, 1
2254, jungle, minecraft:modified_jungle_edge, CREATURE, iceandfire:amphithere, 50, 1, 3
2255, jungle, minecraft:modified_jungle_edge, CREATURE, druidcraft:lunar_moth, 5, 2, 5
2256, jungle, minecraft:modified_jungle_edge, AMBIENT, minecraft:bat, 10, 8, 8
2257, jungle, minecraft:modified_jungle_edge, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2258, jungle, minecraft:modified_jungle_edge, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2259, forest, minecraft:tall_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
2260, forest, minecraft:tall_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
2261, forest, minecraft:tall_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2262, forest, minecraft:tall_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2263, forest, minecraft:tall_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
2264, forest, minecraft:tall_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
2265, forest, minecraft:tall_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
2266, forest, minecraft:tall_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
2267, forest, minecraft:tall_birch_forest, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2268, forest, minecraft:tall_birch_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2269, forest, minecraft:tall_birch_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2270, forest, minecraft:tall_birch_forest, MONSTER, minecraft:stray, 80, 4, 4
2271, forest, minecraft:tall_birch_forest, MONSTER, eidolon:wraith, 80, 1, 2
2272, forest, minecraft:tall_birch_forest, MONSTER, eidolon:zombie_brute, 20, 1, 2
2273, forest, minecraft:tall_birch_forest, MONSTER, iceandfire:troll, 5, 1, 3
2274, forest, minecraft:tall_birch_forest, MONSTER, druidcraft:beetle, 10, 1, 2
2275, forest, minecraft:tall_birch_forest, MONSTER, direbats:direbat, 80, 1, 4
2276, forest, minecraft:tall_birch_forest, MONSTER, quark:stoneling, 80, 1, 1
2277, forest, minecraft:tall_birch_forest, MONSTER, quark:toretoise, 80, 1, 1
2278, forest, minecraft:tall_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
2279, forest, minecraft:tall_birch_forest, CREATURE, snowpig:snow_pig, 5, 4, 4
2280, forest, minecraft:tall_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
2281, forest, minecraft:tall_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
2282, forest, minecraft:tall_birch_forest, CREATURE, minecraft:polar_bear, 5, 1, 2
2283, forest, minecraft:tall_birch_forest, CREATURE, snowpig:snow_pig, 10, 4, 4
2284, forest, minecraft:tall_birch_forest, CREATURE, iceandfire:hippogryph, 5, 1, 1
2285, forest, minecraft:tall_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
2286, forest, minecraft:tall_birch_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2287, forest, minecraft:tall_birch_forest, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2288, forest, minecraft:tall_birch_hills, MONSTER, minecraft:spider, 80, 4, 4
2289, forest, minecraft:tall_birch_hills, MONSTER, minecraft:zombie, 80, 4, 4
2290, forest, minecraft:tall_birch_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
2291, forest, minecraft:tall_birch_hills, MONSTER, minecraft:skeleton, 80, 4, 4
2292, forest, minecraft:tall_birch_hills, MONSTER, minecraft:creeper, 80, 4, 4
2293, forest, minecraft:tall_birch_hills, MONSTER, minecraft:slime, 80, 4, 4
2294, forest, minecraft:tall_birch_hills, MONSTER, minecraft:enderman, 10, 1, 4
2295, forest, minecraft:tall_birch_hills, MONSTER, minecraft:witch, 5, 1, 1
2296, forest, minecraft:tall_birch_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2297, forest, minecraft:tall_birch_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2298, forest, minecraft:tall_birch_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2299, forest, minecraft:tall_birch_hills, MONSTER, minecraft:stray, 80, 4, 4
2300, forest, minecraft:tall_birch_hills, MONSTER, eidolon:wraith, 80, 1, 2
2301, forest, minecraft:tall_birch_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
2302, forest, minecraft:tall_birch_hills, MONSTER, iceandfire:troll, 5, 1, 3
2303, forest, minecraft:tall_birch_hills, MONSTER, druidcraft:beetle, 10, 1, 2
2304, forest, minecraft:tall_birch_hills, MONSTER, direbats:direbat, 80, 1, 4
2305, forest, minecraft:tall_birch_hills, MONSTER, quark:stoneling, 80, 1, 1
2306, forest, minecraft:tall_birch_hills, MONSTER, quark:toretoise, 80, 1, 1
2307, forest, minecraft:tall_birch_hills, CREATURE, minecraft:sheep, 12, 4, 4
2308, forest, minecraft:tall_birch_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
2309, forest, minecraft:tall_birch_hills, CREATURE, minecraft:chicken, 10, 4, 4
2310, forest, minecraft:tall_birch_hills, CREATURE, minecraft:cow, 8, 4, 4
2311, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:sunbird, 5, 1, 1
2312, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:sunbird, 5, 1, 1
2313, forest, minecraft:tall_birch_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
2314, forest, minecraft:tall_birch_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
2315, forest, minecraft:tall_birch_hills, AMBIENT, minecraft:bat, 10, 8, 8
2316, forest, minecraft:tall_birch_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2317, forest, minecraft:tall_birch_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2318, forest, minecraft:dark_forest_hills, MONSTER, minecraft:spider, 80, 4, 4
2319, forest, minecraft:dark_forest_hills, MONSTER, minecraft:zombie, 80, 4, 4
2320, forest, minecraft:dark_forest_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
2321, forest, minecraft:dark_forest_hills, MONSTER, minecraft:skeleton, 80, 4, 4
2322, forest, minecraft:dark_forest_hills, MONSTER, minecraft:creeper, 80, 4, 4
2323, forest, minecraft:dark_forest_hills, MONSTER, minecraft:slime, 80, 4, 4
2324, forest, minecraft:dark_forest_hills, MONSTER, minecraft:enderman, 10, 1, 4
2325, forest, minecraft:dark_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
2326, forest, minecraft:dark_forest_hills, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2327, forest, minecraft:dark_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2328, forest, minecraft:dark_forest_hills, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2329, forest, minecraft:dark_forest_hills, MONSTER, minecraft:stray, 80, 4, 4
2330, forest, minecraft:dark_forest_hills, MONSTER, eidolon:wraith, 80, 1, 2
2331, forest, minecraft:dark_forest_hills, MONSTER, eidolon:zombie_brute, 20, 1, 2
2332, forest, minecraft:dark_forest_hills, MONSTER, iceandfire:troll, 5, 1, 3
2333, forest, minecraft:dark_forest_hills, MONSTER, druidcraft:beetle, 10, 1, 2
2334, forest, minecraft:dark_forest_hills, MONSTER, direbats:direbat, 80, 1, 4
2335, forest, minecraft:dark_forest_hills, MONSTER, quark:stoneling, 80, 1, 1
2336, forest, minecraft:dark_forest_hills, MONSTER, quark:toretoise, 80, 1, 1
2337, forest, minecraft:dark_forest_hills, CREATURE, minecraft:sheep, 12, 4, 4
2338, forest, minecraft:dark_forest_hills, CREATURE, snowpig:snow_pig, 5, 4, 4
2339, forest, minecraft:dark_forest_hills, CREATURE, minecraft:chicken, 10, 4, 4
2340, forest, minecraft:dark_forest_hills, CREATURE, minecraft:cow, 8, 4, 4
2341, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:sunbird, 5, 1, 1
2342, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:sunbird, 5, 1, 1
2343, forest, minecraft:dark_forest_hills, CREATURE, minecraft:polar_bear, 5, 1, 2
2344, forest, minecraft:dark_forest_hills, CREATURE, snowpig:snow_pig, 10, 4, 4
2345, forest, minecraft:dark_forest_hills, AMBIENT, minecraft:bat, 10, 8, 8
2346, forest, minecraft:dark_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2347, forest, minecraft:dark_forest_hills, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2348, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:spider, 80, 4, 4
2349, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2350, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
2351, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:creeper, 80, 4, 4
2352, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:slime, 80, 4, 4
2353, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:enderman, 10, 1, 4
2354, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:witch, 5, 1, 1
2355, taiga, minecraft:snowy_taiga_mountains, MONSTER, betterdefaultbiomes:lost_miner, 80, 1, 3
2356, taiga, minecraft:snowy_taiga_mountains, MONSTER, betterdefaultbiomes:frozen_zombie, 80, 4, 4
2357, taiga, minecraft:snowy_taiga_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2358, taiga, minecraft:snowy_taiga_mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2359, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:stray, 80, 4, 4
2360, taiga, minecraft:snowy_taiga_mountains, MONSTER, eidolon:wraith, 80, 1, 2
2361, taiga, minecraft:snowy_taiga_mountains, MONSTER, eidolon:zombie_brute, 20, 1, 2
2362, taiga, minecraft:snowy_taiga_mountains, MONSTER, iceandfire:dread_lich, 5, 1, 1
2363, taiga, minecraft:snowy_taiga_mountains, MONSTER, iceandfire:troll, 5, 1, 3
2364, taiga, minecraft:snowy_taiga_mountains, MONSTER, druidcraft:beetle, 10, 1, 2
2365, taiga, minecraft:snowy_taiga_mountains, MONSTER, druidcraft:dreadfish, 40, 1, 3
2366, taiga, minecraft:snowy_taiga_mountains, MONSTER, direbats:direbat, 80, 1, 4
2367, taiga, minecraft:snowy_taiga_mountains, MONSTER, quark:stoneling, 80, 1, 1
2368, taiga, minecraft:snowy_taiga_mountains, MONSTER, quark:toretoise, 80, 1, 1
2369, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:sheep, 12, 4, 4
2370, taiga, minecraft:snowy_taiga_mountains, CREATURE, snowpig:snow_pig, 5, 4, 4
2371, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:chicken, 10, 4, 4
2372, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:cow, 8, 4, 4
2373, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:wolf, 8, 4, 4
2374, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:rabbit, 5, 2, 3
2375, taiga, minecraft:snowy_taiga_mountains, CREATURE, frozenup:chilloo, 5, 2, 3
2376, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:fox, 8, 2, 4
2377, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
2378, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:moose, 9, 3, 4
2379, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
2380, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:moose, 9, 3, 4
2381, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:polar_bear, 5, 1, 2
2382, taiga, minecraft:snowy_taiga_mountains, CREATURE, snowpig:snow_pig, 10, 4, 4
2383, taiga, minecraft:snowy_taiga_mountains, CREATURE, druidcraft:lunar_moth, 5, 2, 5
2384, taiga, minecraft:snowy_taiga_mountains, AMBIENT, minecraft:bat, 10, 8, 8
2385, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2386, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:cockroach, 5, 5, 5
2387, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
2388, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
2389, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
2390, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
2391, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
2392, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
2393, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
